RetainedTxp	DuplicateTxp
Root1298|2267	Root1312|2367
Root1298|2267	Root74|2271
Root1298|2267	Root954|1905
Root1298|3913	Root1312|6537
Root1298|3913	Root74|5906
Root1298|3913	Root954|3373
Fusarium13|1700140	Fusarium226|20700141
Fusarium216|3000689	Fusre1|681369
Fusarium13|1427300264	Fusarium226|700395
Root1298|5745	Root1312|3588
Root1298|5745	Root74|5239
Root1298|5745	Root954|546
Fusarium13|17001150	Fusarium226|207001134
Fusarium13|14270001515	Fusarium226|210001502
Fusarium216|7100107	Fusre1|215544
Root1298|5763	Root1312|3570
Root1298|5763	Root74|5257
Root1298|5763	Root954|564
Fusarium216|580090	Fusre1|695745
Morel_U14_1|479262	Morel_U14_1|480245
Fusarium216|48003	Fusre1|579855
Fusarium216|2200851	Fusre1|689898
Fusarium216|2800239	Fusre1|692615
Fusarium216|800866	Fusre1|504969
Fusarium216|1100737	Fusre1|562891
Root423|2694	Root558|2036
Root1298|4712	Root1312|4458
Root1298|4712	Root74|3976
Root1298|4712	Root954|6994
Plecto143|741500336	Plecuc1|329410
Root1298|5992	Root1312|5959
Root1298|5992	Root74|6128
Root1298|5992	Root954|6636
Verdah1|117782	Verdah1|160943
Fusarium216|1001314	Fusre1|37845
Fusarium216|35693005	Fusre1|571073
Fusarium13|3100304	Fusarium226|3400310
Fusarium216|600463	Fusre1|558549
Fusarium216|2400185	Fusre1|696759
Root423|3049	Root558|2391
Root1298|4936	Root1312|4681
Root1298|4936	Root74|4199
Root1298|4936	Root954|4483
Fusarium216|1800149	Fusre1|593031
Root1298|1750	Root1312|1805
Root1298|1750	Root74|4326
Root1298|1750	Root954|6808
Plecto143|6620010	Plecuc1|276265
Plecto143|200258	Plecuc1|141624
Fusarium216|530038	Fusre1|743339
Root423|2539	Root558|1395
Root1298|979	Root1312|977
Root1298|979	Root74|1014
Root1298|979	Root954|5797
Fusarium216|4800548	Fusre1|599652
Fusarium216|5300185	Fusre1|128217
Fusarium216|2800677	Fusre1|256275
Fusarium216|410090	Fusre1|533175
Plecto143|16750011	Plecto143|7440053
Root1298|5562	Root1312|5308
Root1298|5562	Root423|5053
Root1298|5562	Root74|5059
Root1298|5562	Root954|3190
Fusarium216|100444	Fusre1|532025
Root1298|4534	Root1312|4281
Root1298|4534	Root74|3798
Root1298|4534	Root954|477
Root423|5962	Root558|3290
Plecto143|7471005	Plecto143|7472002
Plecto143|7471005	Plecto143|561002
Fusarium13|14273001012	Fusarium226|7001186
Fusarium216|7400102	Fusarium216|66001
Fusarium216|7400102	Fusarium216|11001
Fusarium216|7400102	Fusarium216|35680001413
Fusarium216|7400102	Fusarium216|327001
Fusarium216|7400102	Fusarium216|6900207
Fusarium216|7400102	Fusarium216|4800647
Fusarium216|7400102	Fusarium216|4100575
Fusarium216|7400102	Fusarium216|30001
Fusarium216|7400102	Fusarium216|61001
Fusarium216|7400102	Fusarium216|53001
Fusarium216|7400102	Fusarium216|7300118
Fusarium216|7400102	Fusarium216|2800689
Fusarium216|7400102	Fusarium216|78001
Fusarium216|7400102	Fusarium216|7100189
Fusarium216|7400102	Fusarium216|24001
Fusarium216|7400102	Fusarium216|4500606
Fusarium216|7400102	Fusarium216|35682001016
Fusarium216|7400102	Fusarium216|8001
Root1298|3343	Root1312|3688
Root1298|3343	Root74|2991
Root1298|3343	Root954|1175
Fusarium13|2000256	Fusarium226|1800967
Fusarium216|3568200443	Fusre1|510980
Plecto143|7516001	Plecto143|7515002
Plecto143|7516001	Plecto143|75140040
Plecto143|7516001	Plecto143|1120008
Plecto143|7516001	Plecto143|3861005
Plecto143|7516001	Plecto143|3861002
Root423|511	Root558|513
Morel_U14_1|497316	Morel_U14_1|540709
Verdah1|151961	Verdah1|166146
Plecto143|700040	Plecuc1|311202
Verdah1|424410	Verdah1|436586
Fusarium216|2400715	Fusre1|521057
Mictri1|356271	Mictri1|356826
Plecto143|5480047	Plecto143|662001
Plecto143|342007	Plecto143|1466002
Plecto143|342007	Plecto143|60700118
Plecto143|342007	Plecuc1|270639
Fusarium216|100841	Fusre1|682838
Fusarium216|3000243	Fusre1|687303
Root1298|5225	Root1312|4971
Root1298|5225	Root74|4648
Root1298|5225	Root954|4131
Fusarium216|2600502	Fusre1|513960
Fusarium216|5600278	Fusarium216|2600595
Fusarium216|5600278	Fusarium216|2600252
Fusarium13|2000650	Fusarium226|1800573
Fusarium13|142870029	Fusarium226|2090063
Root1298|6953	Root1312|6927
Root1298|6953	Root74|6912
Root1298|6953	Root954|2884
Fusarium216|3568000971	Fusre1|684757
Root1298|2413	Root1312|2513
Root1298|2413	Root74|2417
Root1298|2413	Root954|2052
Plecto143|2696002	Plecto143|589005
Plecto143|2696002	Plecto143|589002
Fusarium216|1800830	Fusre1|310394
Fusarium216|800104	Fusre1|535732
Plecto143|2030090	Plecto143|1472006
Root1298|3831	Root1312|6454
Root1298|3831	Root423|4354
Root1298|3831	Root558|4349
Root1298|3831	Root74|5990
Root1298|3831	Root954|2783
Root1298|2847	Root1312|3065
Root1298|2847	Root74|2768
Root1298|2847	Root954|1305
Fusarium216|2400689	Fusre1|741905
Root1298|2895	Root1312|3113
Root1298|2895	Root74|2816
Root1298|2895	Root954|1353
Fusarium216|3568200723	Fusre1|675337
Plecto143|85729006	Plecto143|85730004
Fusarium216|3568200787	Fusre1|509359
Root1298|3511	Root1312|3856
Root1298|3511	Root74|3158
Root1298|3511	Root954|1007
Fusarium216|1100385	Fusre1|518400
Root1298|4330	Root1312|5820
Root1298|4330	Root74|6333
Root1298|4330	Root954|6275
Fusarium216|450031	Fusre1|572871
Root1298|2187	Root1312|2288
Plecto143|16750010	Plecto143|7440054
Plecto143|16750010	Plecuc1|352439
Root1433D1|2394	Root322|2671
Fusarium216|100711	Fusre1|17732
Fusarium13|1427000512	Fusarium226|21000523
Plecto143|3769003	Plecto143|69000110
Fusarium13|2300746	Fusarium226|3000708
Fusarium216|2200436	Fusre1|511332
Root1298|3835	Root1312|6458
Root1298|3835	Root74|5986
Root1298|3835	Root954|2779
Root1298|5545	Root1312|5291
Root1298|5545	Root74|4969
Root1298|5545	Root954|5224
Plecto143|96300144	Plecuc1|339538
Root1298|5437	Root1312|5183
Root1298|5437	Root74|4860
Root1298|5437	Root954|5115
Fusarium13|4300533	Fusarium226|3100642
Root1298|4222	Root1312|5456
Root1298|4222	Root74|5597
Root1298|4222	Root954|3616
Fusarium216|4800498	Fusre1|546428
Root423|6289	Root558|2680
Root559|966	Root667|1497
Fusarium13|3001402	Fusarium226|10001322
Root1298|5928	Root1312|2656
Root1298|5928	Root423|5292
Root1298|5928	Root74|5576
Root1298|5928	Root954|4398
Plecto143|90095	Plecuc1|117855
Root1298|182	Root1312|182
Root1298|182	Root74|182
Root1298|182	Root954|5414
Fusarium13|3001683	Fusarium226|10001600
Fusarium13|3800294	Fusarium226|3700414
Fusarium13|1400967	Fusarium226|21600849
Root1298|2890	Root1312|3108
Root1298|2890	Root74|2811
Root1298|2890	Root954|1348
Fusarium13|3800146	Fusarium226|3700269
Plecto143|12600014	Plecto143|14200034
Root1298|598	Root1312|597
Root1298|598	Root74|599
Root1298|598	Root954|2658
Root423|3008	Root558|2350
Fusarium13|1630047	Fusarium226|2220010
Fusarium216|6900152	Fusre1|697231
Plecto143|8360072	Plecuc1|275252
Root1298|1120	Root1312|1118
Root1298|1120	Root74|1155
Root1298|1120	Root954|5938
Root423|1804	Root558|2856
Root1298|5334	Root1312|5080
Root1298|5334	Root74|4757
Root1298|5334	Root954|5012
Plecto143|3996001	Plecto143|4004004
Plecto143|3996001	Plecto143|1054001
Plecto143|3996001	Plecto143|76140025
Plecto143|3996001	Plecto143|7559001
Plecto143|3996001	Plecto143|7558002
Plecto143|3996001	Plecto143|7615001
Plecto143|3996001	Plecto143|7605001
Plecto143|3996001	Plecto143|7606001
Fusarium13|3800795	Fusarium226|3700907
Fusarium216|5300220	Fusre1|578050
Root423|582	Root558|583
Morel_U14_1|446989	Morel_U14_1|475867
Root1298|6566	Root1312|1378
Root1298|6566	Root74|1415
Root1298|6566	Root954|3560
Fusarium13|310037	Fusarium226|340030
Fusarium216|1100444	Fusre1|596448
Fusarium216|100805	Fusre1|549448
Fusarium13|14275001320	Fusarium226|5001520
Fusarium216|2200256	Fusre1|569071
Fusarium13|1400299	Fusarium226|21600191
Fusarium216|800349	Fusre1|504357
Ilyeu1|603611	Ilyeu1|603761
Root423|600	Root558|601
Root423|651	Root558|652
Fusarium13|3800464	Fusarium226|3700578
Fusarium216|3568000661	Fusre1|684463
Plecto143|1300015	Plecuc1|275969
Fusarium216|2800551	Fusre1|744310
Root1298|1892	Root1312|1947
Root1298|1892	Root74|1898
Root1298|1892	Root954|4863
Plecto143|43005	Plecto143|177004
Root1298|906	Root1312|905
Root1298|906	Root74|907
Root1298|906	Root954|2353
Root1298|5628	Root1312|5374
Root1298|5628	Root74|5125
Root1298|5628	Root954|3124
Plecto143|200330	Plecuc1|79284
Neora1|652638	Neora1|658561
Fusarium13|300395	Fusarium226|1000332
Fusarium216|5300275	Fusre1|577908
Plecto143|75230034	Plecuc1|71846
Fusarium216|6100175	Fusre1|596685
Root1298|2461	Root1312|2680
Root1298|2461	Root74|6248
Root1298|2461	Root954|300
Fusarium13|2000238	Fusarium226|1800984
Fusarium216|5300262	Fusre1|520362
Fusarium13|14275001188	Fusarium226|5001385
Root1298|2584	Root1312|2803
Root1298|2584	Root74|2506
Root1298|2584	Root954|178
Fusarium13|3001387	Fusarium226|10001307
Fusarium216|600361	Fusre1|558940
Root1298|1749	Root1312|1804
Root1298|1749	Root74|4327
Root1298|1749	Root954|6807
Root1298|4234	Root1312|5444
Root1298|4234	Root74|7004
Root1298|4234	Root954|4288
Root423|4060	Root558|5102
Fusarium216|3000102	Fusre1|506167
Root1298|5306	Root1312|5052
Root1298|5306	Root74|4729
Root1298|5306	Root954|4984
Fusarium13|14270001054	Fusarium226|210001052
Root423|594	Root558|595
Fusarium13|2000847	Fusarium226|1800385
Plecto143|7522003	Plecto143|75200017
Plecto143|7522003	Plecto143|7521003
Plecto143|670018	Plecuc1|301162
Root1298|5086	Root1312|4832
Root1298|5086	Root74|4509
Root1298|5086	Root954|3990
Root559|3677	Root667|1752
Root423|2812	Root558|2154
Fusarium13|3001547	Fusarium226|10001465
Fusarium13|1429000118	Fusarium226|230610099
Root423|425	Root558|429
Fusarium216|3568200789	Fusre1|567202
Fusarium216|2400504	Fusre1|694696
Fusarium13|14270001369	Fusarium226|210001368
Fusarium216|4100308	Fusre1|552739
Fusarium216|100973	Fusre1|532516
Root423|6326	Root558|6582
Root1298|5204	Root1312|4950
Root1298|5204	Root74|4627
Root1298|5204	Root954|4110
Fusarium216|2200209	Fusre1|376874
Fusarium216|5300204	Fusre1|578095
Fusarium13|260024	Fusarium226|3700102
Fusarium216|300043	Fusre1|591669
Root559|1917	Root667|2714
Root423|243	Root558|246
Fusarium216|3568200233	Fusre1|642121
Root1298|6213	Root1312|6075
Root1298|6213	Root558|5568
Root1298|6213	Root74|5381
Root1298|6213	Root954|704
Verdah1|419339	Verdah1|436135
Plecto143|3260011	Plecuc1|108179
Fusarium216|1800393	Fusre1|592833
Fusarium216|110050	Fusre1|518055
Plecto143|857180061	Plecto143|26960025
Root423|3018	Root558|2360
Fusarium13|1429000131	Fusarium226|230610086
Plecto143|74930025	Plecuc1|269418
Root559|3833	Root667|3862
Plecto143|74150065	Plecuc1|326617
Fusarium13|14275001071	Fusarium226|5001272
Fusarium216|5300430	Fusre1|693939
Root1298|2161	Root1312|2216
Root1298|2161	Root74|2166
Root1298|2161	Root954|4595
Fusarium216|3568000595	Fusre1|554465
Fusarium216|5800120	Fusre1|580922
Root1298|957	Root1312|956
Root1298|957	Root423|957
Root1298|957	Root558|1631
Root1298|957	Root74|958
Root1298|957	Root954|2302
Fusarium216|5300218	Fusre1|741588
Fusarium216|2200509	Fusre1|594162
Fusarium13|3800461	Fusarium226|3700575
Fusarium13|17001047	Fusarium226|207001033
Verdah1|404653	Verdah1|512743
Plecto143|17620018	Plecuc1|277771
Fusarium216|3000724	Fusre1|656575
Fusarium13|300679	Fusarium226|1000602
Fusarium13|3001375	Fusarium226|10001295
Fusarium216|3000771	Fusre1|528939
Fusarium13|1400506	Fusarium226|21600389
Fusarium13|1700497	Fusarium226|20700495
Fusarium216|100701	Fusre1|682707
Root1298|563	Root1312|562
Root1298|563	Root74|564
Root1298|563	Root954|2693
Fusarium216|4100241	Fusre1|589109
Fusarium216|690068	Fusre1|584434
Fusarium216|1001565	Fusre1|551789
Fusarium216|2200676	Fusre1|690066
Root1298|3137	Root1312|3353
Root1298|3137	Root74|3448
Root1298|3137	Root954|2138
Fusarium13|14270001205	Fusarium226|210001203
Fusarium216|1800781	Fusre1|537594
Fusarium216|1001533	Fusre1|602992
Fusarium216|4800504	Fusre1|656384
Mictri1|215665	Mictri1|230440
Fusarium13|1400450	Fusarium226|21600331
Fusarium216|800205	Fusre1|559818
Fusarium13|2600805	Fusarium226|4000279
Root423|6778	Root558|3073
Fusarium13|14273001417	Fusarium226|7001585
Fusarium216|280077	Fusre1|595746
Plecto143|20033	Plecto143|910011
Root1298|5408	Root1312|5154
Root1298|5408	Root74|4831
Root1298|5408	Root954|5086
Fusarium216|1800217	Fusre1|507477
Root1298|5081	Root1312|4827
Root1298|5081	Root74|4504
Root1298|5081	Root954|3985
Root423|5822	Root558|867
Plecto143|74230079	Plecto143|191001
Root1298|5930	Root1312|2658
Root1298|5930	Root74|5578
Root1298|5930	Root954|4400
Root423|4611	Root558|1114
Fusarium13|1427500913	Fusarium226|5001118
Verdah1|164166	Verdah1|221797
Fusarium216|480090	Fusre1|679700
Root423|5309	Root558|901
Root1298|6350	Root1312|6294
Root1298|6350	Root74|6229
Root1298|6350	Root954|6598
Plecto143|1864004	Plecto143|7452008
Plecto143|1864004	Plecto143|18640012
Plecto143|1864004	Plecto143|17230017
Root1298|531	Root1312|2242
Root1298|531	Root423|1982
Root1298|531	Root558|3033
Root1298|531	Root74|532
Root1298|531	Root954|1539
Neora1|383216	Neora1|418795
Root1298|6425	Root1312|6370
Root1298|6425	Root74|4983
Root1298|6425	Root954|6461
Root1298|6513	Root1312|6623
Root1298|6513	Root74|6503
Root1298|6513	Root954|6412
Fusarium13|1700844	Fusarium226|20700832
Fusarium216|3568000359	Fusre1|156438
Fusarium13|1427000284	Fusarium226|21000299
Plecto143|74540040	Plecuc1|283860
Root1298|519	Root1312|519
Root1298|519	Root74|519
Root1298|519	Root954|5751
Daces1|458645	Dacma1|667323
Fusarium216|800209	Fusre1|559824
Root423|1976	Root558|3028
Fusarium216|4500425	Fusre1|692218
Root1298|3435	Root1312|3780
Root1298|3435	Root74|3083
Root1298|3435	Root954|1083
Fusarium216|410046	Fusre1|683595
Fusarium216|5300335	Fusre1|577751
Ilyeu1|499964	Neora1|591505
Fusarium216|1100885	Fusre1|687769
Plecto143|74360036	Plecuc1|328432
Plecto143|3770020	Plecuc1|288893
Root1298|933	Root1312|932
Root1298|933	Root74|934
Root1298|933	Root954|2326
Root559|3410	Root667|2938
Fusarium13|17001382	Fusarium226|3100198
Fusarium13|14270001304	Fusarium226|210001300
Fusarium13|15800371	Fusarium226|310042
Ilyeu1|603622	Ilyeu1|603759
Plecto143|326001	Plecto143|315004
Plecto143|326001	Plecuc1|311845
Fusarium216|4500182	Fusre1|691990
Root1298|3580	Root1312|3925
Root1298|3580	Root74|3226
Root1298|3580	Root954|940
Fusarium216|2800422	Fusre1|100538
Fusarium13|1700475	Fusarium226|20700474
Fusarium216|1100943	Fusre1|687713
Fusarium216|100599	Fusre1|548835
Root1298|4556	Root1312|4303
Root1298|4556	Root423|4039
Root1298|4556	Root558|5081
Root1298|4556	Root74|3820
Root1298|4556	Root954|455
Root1298|702	Root1312|701
Root1298|702	Root74|703
Root1298|702	Root954|2555
Fusarium13|3100760	Fusarium226|3400779
Plecto143|74310036	Plecto143|787005
Plecto143|200230	Plecuc1|141504
Fusarium216|3568200917	Fusre1|509543
Fusarium216|100236	Fusre1|2791
Plecto143|7471002	Plecto143|561005
Fusarium13|14270001740	Fusarium226|210001724
Plecto143|1552001	Plecto143|74800015
Fusarium13|3100473	Fusarium226|3400486
Root1298|5040	Root1312|4785
Root1298|5040	Root74|4462
Root1298|5040	Root954|3943
Root423|204	Root558|207
Fusarium216|4100133	Fusre1|496091
Plecto143|742600100	Plecuc1|285667
Root1298|3578	Root1312|3923
Root1298|3578	Root74|3224
Root1298|3578	Root954|942
Root1298|4336	Root1312|5814
Root1298|4336	Root74|6327
Root1298|4336	Root954|6281
Root423|5844	Root558|889
Root423|6392	Root558|1951
Fusarium13|1427300960	Fusarium226|7001134
Fusarium216|690043	Fusre1|545878
Fusarium13|3001377	Fusarium226|10001297
Fusarium216|1100488	Fusre1|693375
Plecto143|741500215	Plecuc1|257028
Root1298|6305	Root1312|6249
Root1298|6305	Root558|4205
Root1298|6305	Root74|6184
Root1298|6305	Root954|6553
Root423|3655	Root558|4471
Root1298|1317	Root1312|1315
Root1298|1317	Root423|5834
Root1298|1317	Root558|879
Root1298|1317	Root74|1352
Root1298|1317	Root954|6135
Root423|453	Root558|457
Root423|6671	Root558|6683
Fusarium13|1400222	Fusarium226|21600114
Root423|321	Root558|324
Verdah1|409463	Verdah1|435601
Fusarium216|800190	Fusre1|504046
Fusarium13|142900064	Fusarium226|2306100148
Verdah1|454425	Verdah1|455808
Neora1|657459	Neora1|659039
Root1298|4378	Root1312|4125
Root1298|4378	Root74|3641
Root1298|4378	Root954|3032
Root1298|4251	Root1312|5899
Root1298|4251	Root74|6412
Root1298|4251	Root954|6196
Root423|1382	Root558|3943
Root423|1849	Root558|2901
Fusarium13|4300557	Fusarium226|3100620
Root423|555	Root558|557
Root1298|5604	Root1312|5350
Root1298|5604	Root74|5101
Root1298|5604	Root954|3148
Root1298|271	Root1312|271
Root1298|271	Root74|271
Root1298|271	Root954|5503
Fusarium216|100788	Fusre1|549380
Plecto143|6610045	Plecuc1|237728
Fusarium216|3568500549	Fusre1|586186
Root1298|1819	Root1312|1874
Root1298|1819	Root74|1825
Root1298|1819	Root954|4936
Root1298|1308	Root1312|1306
Root1298|1308	Root74|1343
Root1298|1308	Root954|6126
Ilyeu1|648638	Ilyeu1|648744
Plecto143|2720033	Plecto143|85797002
Root1298|2952	Root1312|3170
Root1298|2952	Root74|2873
Root1298|2952	Root954|1410
Root1298|4725	Root1312|4471
Root1298|4725	Root74|3989
Root1298|4725	Root954|6981
Fusarium216|2400697	Fusre1|521434
Root1298|2906	Root1312|3124
Root1298|2906	Root74|2827
Root1298|2906	Root954|1364
Root423|2933	Root558|2275
Root1298|1738	Root1312|1793
Root1298|1738	Root74|4338
Root1298|1738	Root954|6796
Fusarium216|3568500318	Fusre1|524253
Root1298|2867	Root1312|3085
Root1298|2867	Root74|2788
Root1298|2867	Root954|1325
Root423|3033	Root558|2375
Fusarium13|14270002068	Fusarium226|210002051
Fusarium13|1700100	Fusarium226|20700101
Fusarium216|450027	Fusre1|540944
Fusarium216|1001035	Fusre1|669804
Root1298|516	Root1312|516
Root1298|516	Root74|516
Root1298|516	Root954|5748
Fusarium216|2200790	Fusre1|567732
Fusarium216|60046	Fusre1|734933
Root1298|304	Root1312|304
Root1298|304	Root74|304
Root1298|304	Root954|5536
Plecto143|2450034	Plecuc1|46182
Root1298|3005	Root1312|3223
Root1298|3005	Root74|2926
Root1298|3005	Root954|1463
Root1298|262	Root1312|262
Root1298|262	Root74|262
Root1298|262	Root954|5494
Fusarium216|2800419	Fusre1|692784
Fusarium216|710048	Fusre1|546061
Root1298|6300	Root1312|6244
Root1298|6300	Root74|6179
Root1298|6300	Root954|6548
Root559|3744	Root667|1352
Fusarium13|2300763	Fusarium226|3000725
Fusarium13|14273001268	Fusarium226|7001441
Fusarium216|6600182	Fusre1|526653
Root423|3671	Root558|4487
Root423|6085	Root558|3209
Plecto143|15520014	Plecto143|2864003
Fusarium216|4500278	Fusre1|80663
Fusarium13|14270001451	Fusarium226|210001437
Root1298|3312	Root1312|3657
Root1298|3312	Root74|2960
Root1298|3312	Root954|1206
Root1298|5671	Root1312|5417
Root1298|5671	Root423|5164
Root1298|5671	Root74|5168
Root1298|5671	Root954|3081
Fusarium13|14273001132	Fusarium226|7001303
Fusarium216|4100119	Fusre1|552235
Fusarium216|2400889	Fusre1|578392
Plecto143|31600153	Plecuc1|278175
Root1298|1012	Root1312|1010
Root1298|1012	Root74|1047
Root1298|1012	Root954|5830
Root1298|2526	Root1312|2745
Root1298|2526	Root74|6313
Root1298|2526	Root954|235
Fusarium216|5300251	Fusre1|597091
Fusarium216|5300413	Fusre1|520768
Fusarium216|2800355	Fusre1|692731
Root1298|6507	Root1312|6617
Root1298|6507	Root74|6497
Root1298|6507	Root954|6406
Root423|6151	Root558|3143
Root1298|2875	Root1312|3093
Root1298|2875	Root74|2796
Root1298|2875	Root954|1333
Root559|1799	Root667|2614
Fusarium13|1427500136	Fusarium226|500352
Root423|643	Root558|644
Fusarium13|2000712	Fusarium226|1800515
Fusarium216|600403	Fusre1|249397
Plecto143|85707009	Plecuc1|72234
Root1298|1817	Root1312|1872
Root1298|1817	Root423|1954
Root1298|1817	Root558|3006
Root1298|1817	Root74|1823
Root1298|1817	Root954|4938
Root1298|6291	Root1312|6235
Root1298|6291	Root74|6170
Root1298|6291	Root954|6539
Denna1|449484	Denna1|512107
Fusarium216|3000727	Fusre1|585428
Root1298|514	Root74|514
Root1298|514	Root954|5746
Fusarium216|5300215	Fusre1|707345
Verdah1|203502	Verdah1|92560
Fusarium13|1427000558	Fusarium226|21000568
Plecto143|440006	Plecuc1|301679
Fusarium216|4100173	Fusre1|56908
Fusarium216|3569300324	Fusre1|540260
Fusarium216|1800404	Fusre1|564360
Fusarium216|3568000408	Fusre1|501565
Fusarium13|1427000538	Fusarium226|21000549
Verdah1|146354	Verdah1|221102
Verdah1|146354	Verdah1|495791
Root423|366	Root558|370
Root423|1009	Root558|1682
Root1298|5619	Root1312|5365
Root1298|5619	Root423|5110
Root1298|5619	Root74|5116
Root1298|5619	Root954|3133
Fusarium216|2800327	Fusre1|595952
Root1298|369	Root1312|369
Root1298|369	Root74|369
Root1298|369	Root954|5601
Plecto143|741500141	Plecuc1|282285
Fusarium216|1800276	Fusre1|688685
Plecto143|11930075	Plecto143|85780005
Root423|5679	Root558|4853
Plecto143|1060019	Plecto143|243001
Root1298|390	Root1312|390
Root1298|390	Root74|390
Root1298|390	Root954|5622
Fusarium13|14273001679	Fusarium226|7001851
Fusarium216|5300429	Fusre1|577472
Fusarium13|2000716	Fusarium226|1800511
Fusarium13|3001692	Fusarium226|10001610
Root423|2690	Root558|2032
Fusarium216|4100350	Fusre1|552845
Root1298|2254	Root1312|2354
Root1298|2254	Root74|2258
Root1298|2254	Root954|1892
Fusarium13|14275001048	Fusarium226|5001250
Plecto143|2370038	Plecto143|75110053
Root1298|3148	Root1312|3364
Root1298|3148	Root74|3459
Fusarium216|6001011	Fusre1|557014
Fusarium216|100237	Fusre1|531839
Root1298|5876	Root1312|2604
Root1298|5876	Root74|5524
Root1298|5876	Root954|4346
Plecto143|2000104	Plecto143|200097
Plecto143|2000104	Plecto143|62002
Plecto143|2000104	Plecuc1|81413
Fusarium13|14273001481	Fusarium226|7001645
Root1298|3770	Root1312|6395
Root1298|3770	Root74|6050
Root1298|3770	Root954|2843
Root1298|5194	Root1312|4940
Root1298|5194	Root74|4617
Root1298|5194	Root954|4100
Fusarium216|1800532	Fusre1|688438
Plecto143|2020072	Plecto143|370083
Root1298|6835	Root1312|6850
Root1298|6835	Root74|6830
Root1298|6835	Root954|4227
Root423|6205	Root558|3089
Root1298|2819	Root1312|3037
Root1298|2819	Root74|2740
Root1298|2819	Root954|1277
Root1298|3399	Root1312|3744
Root1298|3399	Root74|3047
Root1298|3399	Root954|1119
Plecto143|741200214	Plecto143|956003
Fusarium216|2400623	Fusre1|578843
Plecto143|160055	Plecuc1|5163
Root423|2876	Root558|2218
Plecto143|670012	Plecuc1|288077
Fusarium216|3568200464	Fusre1|689396
Root423|2586	Root558|1440
Root1298|6636	Root1312|6691
Root1298|6636	Root74|6627
Root1298|6636	Root954|3339
Root1298|5824	Root1312|2552
Root1298|5824	Root423|5187
Root1298|5824	Root74|5472
Root1298|5824	Root954|4294
Root423|619	Root558|620
Fusarium13|3001292	Fusarium226|10001210
Root423|2946	Root558|2288
Root1298|1590	Root1312|1645
Root1298|1590	Root74|1766
Root1298|1590	Root954|1797
Daces1|655960	Daces1|666775
Fusarium216|100551	Fusre1|669414
Root423|1784	Root558|2836
Root1298|2908	Root1312|3126
Root1298|2908	Root74|2829
Root1298|2908	Root954|1366
Fusarium216|4100312	Fusre1|552745
Root423|771	Root558|772
Verdah1|36565	Verdah1|513469
Root1298|2653	Root1312|2872
Root1298|2653	Root74|2575
Root1298|2653	Root954|109
Fuseq1|273842	Fuseq1|359208
Fusarium13|1427300647	Fusarium226|700771
Root1298|4552	Root1312|4299
Root1298|4552	Root423|4035
Root1298|4552	Root558|5077
Root1298|4552	Root74|3816
Root1298|4552	Root954|459
Root423|3284	Root558|1862
Root1298|6198	Root1312|6060
Root1298|6198	Root423|3806
Root1298|6198	Root558|5553
Root1298|6198	Root74|5396
Root1298|6198	Root954|689
Fusarium216|3000605	Fusre1|562453
Fusarium13|2300823	Fusarium226|3000783
Fusarium216|2600717	Fusre1|544433
Fusarium216|800503	Fusre1|637539
Fusarium13|170062	Fusarium226|2070064
Root423|1550	Root558|5133
Fusarium13|4300660	Fusarium13|2000126
Fusarium13|4300660	Fusarium13|230016
Fusarium13|4300660	Fusarium13|142870087
Fusarium13|4300660	Fusarium13|1400667
Fusarium13|4300660	Fusarium13|5600200
Fusarium13|4300660	Fusarium13|142790034
Fusarium13|1700262	Fusarium226|20700256
Fusarium216|100834	Fusre1|532388
Fusarium216|2600451	Fusarium216|3568200240
Fusarium216|2600451	Fusarium216|2600755
Fusarium216|2600451	Fusarium216|80029
Fusarium216|2200401	Fusre1|539658
Plecto143|1170021	Plecuc1|328188
Fusarium13|2600434	Fusarium226|4000645
Fusarium216|1001373	Fusre1|551054
Root1298|2818	Root1312|3036
Root1298|2818	Root74|2739
Root1298|2818	Root954|1276
Fusarium216|800272	Fusre1|559927
Root423|245	Root558|248
Fusarium13|1427500273	Fusarium226|500488
Root1298|913	Root1312|912
Root1298|913	Root74|914
Root1298|913	Root954|2346
Fusarium216|220017	Fusre1|697906
Root559|1051	Root667|1582
Fusarium13|1427300895	Fusarium226|7001069
Root1298|3180	Root1312|3396
Root1298|3180	Root74|3491
Root1298|3180	Root954|2182
Root1298|1719	Root1312|1774
Root1298|1719	Root74|4357
Root1298|1719	Root954|6777
Fusarium226|3400434	Fusarium226|21600582
Fusarium226|3400434	Fusarium226|216001134
Fusarium226|3400434	Fusarium226|1000158
Fusarium226|3400434	Fusarium226|3700746
Root423|40	Root558|43
Fusarium216|4000217	Fusre1|545315
Root1298|1402	Root1312|1457
Root1298|1402	Root74|1578
Root1298|1402	Root954|1610
Root1298|4301	Root1312|5849
Root1298|4301	Root74|6362
Root1298|4301	Root954|6246
Fusarium216|3568000748	Fusre1|684549
Plecto143|7597001	Plecto143|370020
Root1298|6152	Root1312|6015
Root1298|6152	Root74|5442
Root1298|6152	Root954|645
Fusarium216|2200785	Fusre1|539299
Fusarium216|3569300225	Fusre1|570396
Fusarium216|2400655	Fusre1|597438
Fusarium216|3000550	Fusre1|562371
Root1298|1521	Root1312|1576
Root1298|1521	Root74|1697
Root1298|1521	Root954|1728
Fusarium13|230038	Fusarium216|2400408
Fusarium13|230038	Fusre1|545331
Fusarium216|800817	Fusre1|561204
Fusarium13|5000152	Fusarium216|260065
